-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Latitude  51.9812   Longitude 5.6584 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 15.29 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2020,4,6,7,6.3,179.64
2020,4,6,8,6.3,184.84
2020,4,6,9,6.45,190.33
2020,4,6,10,7.22,198.69
2020,4,6,11,8.0,204.46
2020,4,6,12,8.57,207.94
2020,4,6,13,8.89,212.88
2020,4,6,14,8.73,220.57
2020,4,6,15,8.01,232.73
2020,4,6,16,7.19,250.78
2020,4,6,17,7.24,271.05
2020,4,6,18,7.67,287.05
2020,4,6,19,7.24,294.02
2020,4,6,20,6.14,288.94
2020,4,6,21,5.84,280.26
2020,4,6,22,6.23,278.65
2020,4,6,23,5.61,281.56
2020,4,7,0,4.64,288.86
2020,4,7,1,3.44,302.46
2020,4,7,2,2.25,326.48
2020,4,7,3,1.63,5.77
2020,4,7,4,1.69,45.37
2020,4,7,5,2.15,69.98
2020,4,7,6,2.3,85.51
2020,4,7,7,2.37,93.02
2020,4,7,8,2.9,89.69
2020,4,7,9,2.86,83.26
2020,4,7,10,3.18,83.64
2020,4,7,11,3.63,86.18
2020,4,7,12,4.03,88.22
2020,4,7,13,4.35,89.28
2020,4,7,14,4.7,89.81
2020,4,7,15,5.07,89.91
2020,4,7,16,5.43,84.39
2020,4,7,17,6.76,79.07
2020,4,7,18,8.25,80.8
2020,4,7,19,8.98,84.76
2020,4,7,20,8.95,89.3
2020,4,7,21,8.63,94.67
2020,4,7,22,8.29,100.64
2020,4,7,23,8.02,106.07
2020,4,8,0,7.69,112.63
2020,4,8,1,7.17,120.78
2020,4,8,2,6.5,130.56
2020,4,8,3,5.67,141.82
2020,4,8,4,4.81,151.19
2020,4,8,5,4.09,158.0
2020,4,8,6,3.19,161.43
2020,4,8,7,2.14,156.33
2020,4,8,8,1.75,150.92
2020,4,8,9,1.78,164.99
2020,4,8,10,1.82,180.0
2020,4,8,11,1.76,195.46
2020,4,8,12,1.62,214.77
2020,4,8,13,1.52,236.72
2020,4,8,14,1.58,258.3
2020,4,8,15,1.83,283.86
2020,4,8,16,2.45,309.83
2020,4,8,17,3.87,335.71
2020,4,8,18,5.25,355.73
2020,4,8,19,6.28,12.95
2020,4,8,20,6.79,26.09
2020,4,8,21,6.71,35.52
2020,4,8,22,6.42,45.15
2020,4,8,23,6.22,51.89
2020,4,9,0,6.09,55.82
2020,4,9,1,6.09,56.62
2020,4,9,2,6.3,55.72
2020,4,9,3,6.48,56.0
2020,4,9,4,6.54,57.98
2020,4,9,5,6.18,60.65
2020,4,9,6,4.57,62.16
2020,4,9,7,3.2,60.74
2020,4,9,8,3.86,62.5
2020,4,9,9,4.43,54.04
2020,4,9,10,3.92,40.87
2020,4,9,11,3.67,26.84
2020,4,9,12,3.81,16.09
2020,4,9,13,4.22,10.35
2020,4,9,14,4.71,9.26
2020,4,9,15,5.24,11.26
2020,4,9,16,5.87,13.87
2020,4,9,17,7.06,16.91
2020,4,9,18,8.51,24.28
2020,4,9,19,8.68,33.66
2020,4,9,20,8.45,42.3
2020,4,9,21,8.15,49.94
2020,4,9,22,7.8,55.94
2020,4,9,23,7.49,60.97
2020,4,10,0,7.23,65.43
2020,4,10,1,7.07,68.76
2020,4,10,2,7.02,70.98
2020,4,10,3,6.97,71.97
2020,4,10,4,6.73,71.59
2020,4,10,5,6.32,71.99
2020,4,10,6,5.69,73.56
2020,4,10,7,5.6,74.22
2020,4,10,8,5.38,71.8
2020,4,10,9,5.14,69.25
2020,4,10,10,4.8,64.44
2020,4,10,11,4.59,59.15
2020,4,10,12,4.5,54.9
2020,4,10,13,4.58,52.76
2020,4,10,14,4.83,53.43
2020,4,10,15,5.18,56.62
2020,4,10,16,5.64,60.7
2020,4,10,17,6.41,64.43
2020,4,10,18,7.51,70.38
2020,4,10,19,8.01,77.32
2020,4,10,20,8.04,83.47
2020,4,10,21,7.9,87.68
2020,4,10,22,7.74,91.39
2020,4,10,23,7.62,95.41
2020,4,11,0,7.53,98.9
2020,4,11,1,7.48,101.51
2020,4,11,2,7.43,103.57
2020,4,11,3,7.33,106.16
2020,4,11,4,7.14,108.36
2020,4,11,5,6.64,109.95
2020,4,11,6,4.84,109.34
2020,4,11,7,3.66,103.98
2020,4,11,8,4.58,114.73
2020,4,11,9,4.46,115.22
2020,4,11,10,4.11,114.37
2020,4,11,11,3.66,114.71
2020,4,11,12,3.15,115.29
2020,4,11,13,2.64,114.29
2020,4,11,14,2.2,110.63
2020,4,11,15,1.97,108.0
2020,4,11,16,1.87,105.78
2020,4,11,17,2.05,87.81
2020,4,11,18,2.74,79.33
2020,4,11,19,3.22,86.52
2020,4,11,20,3.24,98.05
2020,4,11,21,2.67,113.04
2020,4,11,22,1.83,137.25
2020,4,11,23,1.44,182.8
2020,4,12,0,2.04,223.45
2020,4,12,1,3.07,240.63
2020,4,12,2,4.04,248.8
2020,4,12,3,4.58,253.97
2020,4,12,4,4.68,257.36
2020,4,12,5,4.54,258.19
2020,4,12,6,4.0,254.12
2020,4,12,7,2.74,241.25
2020,4,12,8,2.48,228.44
2020,4,12,9,3.41,227.6
2020,4,12,10,4.07,231.63
2020,4,12,11,4.53,239.32
2020,4,12,12,4.86,244.38
2020,4,12,13,5.06,248.35
2020,4,12,14,5.08,253.46
2020,4,12,15,4.94,263.46
2020,4,12,16,4.75,278.13
2020,4,12,17,4.94,294.17
2020,4,12,18,5.42,310.56
2020,4,12,19,5.72,328.74
2020,4,12,20,5.9,347.23
2020,4,12,21,6.12,2.41
2020,4,12,22,6.7,7.23
2020,4,12,23,8.11,6.97
2020,4,13,0,9.51,11.57
2020,4,13,1,9.77,13.27
2020,4,13,2,10.36,16.88
2020,4,13,3,10.88,19.85
2020,4,13,4,11.06,20.82
2020,4,13,5,10.66,22.96
2020,4,13,6,10.35,26.22
2020,4,13,7,10.65,27.19
2020,4,13,8,10.64,26.04
2020,4,13,9,10.35,23.49
2020,4,13,10,10.25,20.42
2020,4,13,11,9.83,18.2
2020,4,13,12,9.29,15.36
2020,4,13,13,9.08,10.51
2020,4,13,14,9.19,5.22
2020,4,13,15,10.04,3.62
2020,4,13,16,10.32,4.91
2020,4,13,17,9.75,6.62
2020,4,13,18,8.72,7.16
2020,4,13,19,8.12,6.58
2020,4,13,20,7.4,5.51
2020,4,13,21,7.04,2.67
2020,4,13,22,6.97,359.49
2020,4,13,23,6.9,355.52
2020,4,14,0,6.87,350.98
2020,4,14,1,6.74,349.11
2020,4,14,2,6.74,347.75
2020,4,14,3,6.64,347.16
2020,4,14,4,6.34,346.6
2020,4,14,5,5.74,345.81
2020,4,14,6,5.43,347.96
2020,4,14,7,5.81,353.21
2020,4,14,8,5.86,354.87
2020,4,14,9,5.55,353.94
2020,4,14,10,5.23,352.45
2020,4,14,11,5.36,354.07
2020,4,14,12,4.91,356.44
2020,4,14,13,4.33,355.76
2020,4,14,14,4.39,352.75
2020,4,14,15,4.35,351.74
2020,4,14,16,4.21,353.28
2020,4,14,17,4.39,352.53
2020,4,14,18,5.45,353.09
2020,4,14,19,5.29,358.05
2020,4,14,20,4.51,3.77
2020,4,14,21,3.83,8.33
2020,4,14,22,3.77,11.85
2020,4,14,23,3.41,15.28
2020,4,15,0,2.62,18.76
2020,4,15,1,1.63,24.1
2020,4,15,2,0.52,48.65
2020,4,15,3,0.67,174.62
2020,4,15,4,1.47,189.46
2020,4,15,5,2.28,191.46
2020,4,15,6,2.54,200.16
2020,4,15,7,2.74,223.61
2020,4,15,8,2.73,231.75
2020,4,15,9,2.43,232.72
2020,4,15,10,1.88,234.79
2020,4,15,11,1.37,236.85
2020,4,15,12,0.93,239.12
2020,4,15,13,0.49,241.39
2020,4,15,14,0.16,185.71
2020,4,15,15,0.41,103.24
2020,4,15,16,0.88,89.49
2020,4,15,17,1.53,74.9
2020,4,15,18,2.42,67.58
2020,4,15,19,3.24,69.12
2020,4,15,20,4.0,70.86
2020,4,15,21,4.85,72.38
2020,4,15,22,5.79,76.81
2020,4,15,23,6.58,84.55
2020,4,16,0,6.98,93.4
2020,4,16,1,6.89,101.78
2020,4,16,2,6.49,110.22
2020,4,16,3,5.99,115.93
2020,4,16,4,5.5,116.97
2020,4,16,5,5.14,114.73
2020,4,16,6,4.01,109.25
2020,4,16,7,3.17,96.09
2020,4,16,8,3.69,92.91
2020,4,16,9,4.26,96.53
2020,4,16,10,4.04,107.66
2020,4,16,11,3.2,118.76
2020,4,16,12,2.04,126.12
2020,4,16,13,0.78,123.22
2020,4,16,14,0.54,349.99
2020,4,16,15,1.59,352.07
2020,4,16,16,2.72,9.27
2020,4,16,17,4.96,26.28
2020,4,16,18,7.69,39.85
2020,4,16,19,8.93,50.11
2020,4,16,20,8.63,55.36
2020,4,16,21,8.1,54.15
2020,4,16,22,7.8,52.41
2020,4,16,23,7.68,52.77
2020,4,17,0,8.16,56.33
2020,4,17,1,8.35,58.39
2020,4,17,2,8.06,56.59
2020,4,17,3,7.88,56.44
2020,4,17,4,7.61,55.89
2020,4,17,5,7.28,55.85
2020,4,17,6,7.31,58.36
2020,4,17,7,7.49,60.79
2020,4,17,8,7.17,61.84
2020,4,17,9,6.62,61.59
2020,4,17,10,6.14,61.02
2020,4,17,11,5.77,59.82
2020,4,17,12,5.48,57.58
2020,4,17,13,5.37,54.11
2020,4,17,14,5.43,50.61
2020,4,17,15,5.79,48.89
2020,4,17,16,6.31,48.01
2020,4,17,17,6.88,43.94
2020,4,17,18,8.17,42.37
2020,4,17,19,8.72,44.09
2020,4,17,20,8.33,45.84
2020,4,17,21,7.85,47.26
2020,4,17,22,7.57,47.85
2020,4,17,23,7.45,48.32
2020,4,18,0,7.3,48.99
2020,4,18,1,7.06,49.63
2020,4,18,2,6.69,49.93
2020,4,18,3,6.28,50.86
2020,4,18,4,5.95,51.34
2020,4,18,5,5.43,53.77
2020,4,18,6,4.53,49.55
2020,4,18,7,4.01,44.05
2020,4,18,8,4.27,54.07
2020,4,18,9,4.18,57.97
2020,4,18,10,3.59,60.64
2020,4,18,11,2.57,57.81
2020,4,18,12,1.98,33.75
2020,4,18,13,2.32,12.86
2020,4,18,14,2.93,6.42
2020,4,18,15,3.52,4.96
2020,4,18,16,3.71,0.84
2020,4,18,17,4.18,0.64
2020,4,18,18,5.18,11.14
2020,4,18,19,6.11,27.74
2020,4,18,20,6.44,42.59
2020,4,18,21,6.16,54.03
2020,4,18,22,5.75,58.17
2020,4,18,23,6.01,56.08
2020,4,19,0,6.58,53.89
2020,4,19,1,7.0,53.03
2020,4,19,2,7.12,55.28
2020,4,19,3,7.17,56.97
2020,4,19,4,7.49,56.71
2020,4,19,5,7.72,61.2
2020,4,19,6,7.69,65.2
2020,4,19,7,7.85,68.39
2020,4,19,8,8.5,73.38
2020,4,19,9,9.12,75.82
2020,4,19,10,9.29,76.48
2020,4,19,11,9.18,75.66
2020,4,19,12,9.16,73.7
2020,4,19,13,9.29,72.42
2020,4,19,14,9.47,72.13
2020,4,19,15,9.69,72.88
2020,4,19,16,9.74,73.83
2020,4,19,17,9.8,73.66
2020,4,19,18,10.49,72.62
2020,4,19,19,10.86,71.72
2020,4,19,20,10.43,69.75
2020,4,19,21,10.3,69.39
2020,4,19,22,10.22,70.17
2020,4,19,23,10.05,70.42
2020,4,20,0,9.74,70.17
2020,4,20,1,9.47,68.73
2020,4,20,2,9.37,67.13
2020,4,20,3,9.34,66.18
2020,4,20,4,9.27,66.87
2020,4,20,5,8.66,69.52
2020,4,20,6,8.44,71.15
2020,4,20,7,10.08,81.71
2020,4,20,8,11.22,87.25
2020,4,20,9,11.99,89.37
2020,4,20,10,12.34,89.06
2020,4,20,11,12.54,87.14
2020,4,20,12,12.82,85.91
2020,4,20,13,13.14,85.26
2020,4,20,14,13.43,84.52
2020,4,20,15,13.59,84.16
2020,4,20,16,13.43,83.92
2020,4,20,17,12.89,82.69
2020,4,20,18,12.92,81.13
2020,4,20,19,13.03,80.89
2020,4,20,20,12.67,82.42
2020,4,20,21,10.7,79.1
2020,4,20,22,10.42,76.79
2020,4,20,23,10.37,76.62
2020,4,21,0,10.15,76.73
2020,4,21,1,9.92,76.29
2020,4,21,2,9.87,74.25
2020,4,21,3,9.95,72.77
2020,4,21,4,10.03,71.52
2020,4,21,5,9.58,70.52
2020,4,21,6,9.44,72.96
2020,4,21,7,10.95,82.95
2020,4,21,8,12.2,88.2
2020,4,21,9,12.89,88.51
2020,4,21,10,13.18,87.45
2020,4,21,11,13.34,86.14
2020,4,21,12,13.46,85.17
2020,4,21,13,13.53,85.1
2020,4,21,14,13.44,85.77
2020,4,21,15,13.23,87.29
2020,4,21,16,12.72,88.45
2020,4,21,17,12.03,87.36
2020,4,21,18,12.02,85.83
2020,4,21,19,12.27,85.29
2020,4,21,20,11.73,83.42
2020,4,21,21,11.08,81.16
2020,4,21,22,10.77,81.41
2020,4,21,23,10.26,77.95
2020,4,22,0,10.06,77.26
2020,4,22,1,9.85,79.03
2020,4,22,2,9.63,80.19
2020,4,22,3,9.4,79.95
2020,4,22,4,9.21,79.2
2020,4,22,5,8.44,78.19
2020,4,22,6,7.43,76.68
2020,4,22,7,8.88,86.57
2020,4,22,8,9.71,90.55
2020,4,22,9,10.38,90.22
2020,4,22,10,10.99,89.67
2020,4,22,11,11.27,89.76
2020,4,22,12,11.2,89.64
2020,4,22,13,10.89,88.89
2020,4,22,14,10.58,87.5
2020,4,22,15,10.37,85.63
2020,4,22,16,9.75,83.19
2020,4,22,17,9.38,80.27
2020,4,22,18,9.83,79.05
2020,4,22,19,10.11,78.82
2020,4,22,20,9.87,80.02
2020,4,22,21,9.98,85.82
2020,4,22,22,9.38,90.19
2020,4,22,23,8.91,90.1
2020,4,23,0,8.62,90.42
2020,4,23,1,8.36,92.3
2020,4,23,2,8.16,95.83
2020,4,23,3,7.98,99.13
2020,4,23,4,7.73,101.31
2020,4,23,5,6.46,102.09
2020,4,23,6,4.63,97.46
2020,4,23,7,4.23,100.11
2020,4,23,8,4.55,108.0
2020,4,23,9,5.23,111.36
2020,4,23,10,5.15,117.15
2020,4,23,11,4.52,121.8
2020,4,23,12,3.7,124.6
2020,4,23,13,2.88,125.28
2020,4,23,14,2.14,122.18
2020,4,23,15,1.52,111.04
2020,4,23,16,1.13,86.82
2020,4,23,17,1.21,49.72
2020,4,23,18,1.97,27.38
2020,4,23,19,2.56,22.58
2020,4,23,20,2.79,18.08
2020,4,23,21,2.74,14.87
2020,4,23,22,2.67,9.6
2020,4,23,23,2.75,2.76
2020,4,24,0,3.18,356.77
2020,4,24,1,4.07,356.15
2020,4,24,2,5.04,0.18
2020,4,24,3,5.65,3.57
2020,4,24,4,5.86,4.59
2020,4,24,5,5.11,4.3
2020,4,24,6,4.06,358.24
2020,4,24,7,4.34,357.01
2020,4,24,8,4.63,358.65
2020,4,24,9,4.62,351.35
2020,4,24,10,4.64,340.53
2020,4,24,11,4.91,333.92
2020,4,24,12,5.34,331.82
2020,4,24,13,5.82,332.85
2020,4,24,14,6.33,335.36
2020,4,24,15,6.83,339.16
2020,4,24,16,7.2,343.61
2020,4,24,17,7.32,347.8
2020,4,24,18,7.63,351.76
2020,4,24,19,7.71,356.05
2020,4,24,20,7.31,359.39
2020,4,24,21,6.94,0.9
2020,4,24,22,6.7,0.67
2020,4,24,23,6.64,0.54
2020,4,25,0,6.66,0.67
2020,4,25,1,6.6,1.9
2020,4,25,2,6.62,4.53
2020,4,25,3,6.31,7.76
2020,4,25,4,5.57,11.66
2020,4,25,5,4.59,16.21
2020,4,25,6,3.56,19.51
2020,4,25,7,2.79,21.83
2020,4,25,8,2.17,24.63
2020,4,25,9,1.84,27.87
2020,4,25,10,1.65,29.11
2020,4,25,11,1.53,26.96
2020,4,25,12,1.51,21.8
2020,4,25,13,1.65,13.97
2020,4,25,14,1.91,7.5
2020,4,25,15,2.35,3.24
2020,4,25,16,2.98,0.15
2020,4,25,17,4.14,355.89
2020,4,25,18,6.32,355.32
2020,4,25,19,7.93,2.88
2020,4,25,20,7.92,10.57
2020,4,25,21,7.36,18.24
2020,4,25,22,6.69,27.01
2020,4,25,23,6.3,35.72
2020,4,26,0,5.92,42.54
2020,4,26,1,5.47,46.85
2020,4,26,2,4.78,49.44
2020,4,26,3,3.95,52.56
2020,4,26,4,3.41,53.0
2020,4,26,5,3.06,51.32
2020,4,26,6,2.76,45.34
2020,4,26,7,2.23,34.86
2020,4,26,8,1.57,23.5
2020,4,26,9,1.09,20.12
2020,4,26,10,0.78,5.77
2020,4,26,11,0.84,340.38
2020,4,26,12,1.16,330.49
2020,4,26,13,1.46,329.72
2020,4,26,14,1.66,331.99
2020,4,26,15,1.81,336.87
2020,4,26,16,1.87,343.99
2020,4,26,17,2.08,351.6
2020,4,26,18,2.8,359.36
2020,4,26,19,3.34,10.78
2020,4,26,20,3.54,25.04
2020,4,26,21,3.63,45.0
2020,4,26,22,3.84,68.91
2020,4,26,23,4.2,93.52
2020,4,27,0,4.64,116.05
2020,4,27,1,4.96,134.43
2020,4,27,2,4.92,150.1
2020,4,27,3,4.57,167.06
2020,4,27,4,4.27,186.41
2020,4,27,5,4.14,204.68
2020,4,27,6,3.29,216.79
2020,4,27,7,2.8,222.63
2020,4,27,8,3.99,227.06
2020,4,27,9,4.31,229.41
2020,4,27,10,4.51,234.3
2020,4,27,11,4.8,240.14
2020,4,27,12,5.06,245.85
2020,4,27,13,5.14,251.65
2020,4,27,14,5.1,257.43
2020,4,27,15,5.05,263.16
2020,4,27,16,4.85,273.23
2020,4,27,17,4.81,295.9
2020,4,27,18,5.54,319.92
2020,4,27,19,6.27,339.64
2020,4,27,20,6.51,354.7
2020,4,27,21,6.54,5.83
2020,4,27,22,6.51,13.47
2020,4,27,23,6.41,17.75
2020,4,28,0,6.45,20.63
2020,4,28,1,6.47,24.52
2020,4,28,2,6.43,30.18
2020,4,28,3,6.11,35.42
2020,4,28,4,5.81,41.24
2020,4,28,5,6.44,51.45
2020,4,28,6,6.46,60.02
2020,4,28,7,6.2,66.21
2020,4,28,8,6.04,72.46
2020,4,28,9,5.66,79.34
2020,4,28,10,5.03,89.02
2020,4,28,11,4.25,99.31
2020,4,28,12,3.38,106.67
2020,4,28,13,2.2,113.92
2020,4,28,14,0.93,122.62
2020,4,28,15,0.3,232.52
2020,4,28,16,0.86,297.49
2020,4,28,17,1.27,325.82
2020,4,28,18,1.44,338.43
2020,4,28,19,1.74,349.65
2020,4,28,20,2.01,351.96
2020,4,28,21,2.09,346.8
2020,4,28,22,2.39,355.13
2020,4,28,23,2.47,6.72
2020,4,29,0,1.79,9.54
2020,4,29,1,0.61,336.71
2020,4,29,2,1.36,226.16
2020,4,29,3,2.88,211.44
2020,4,29,4,4.97,208.14
2020,4,29,5,6.04,206.17
2020,4,29,6,7.28,214.01
2020,4,29,7,9.05,228.74
2020,4,29,8,9.58,237.26
2020,4,29,9,9.67,241.84
2020,4,29,10,9.67,244.86
2020,4,29,11,9.71,247.29
2020,4,29,12,9.31,247.55
2020,4,29,13,8.62,245.2
2020,4,29,14,8.06,241.32
2020,4,29,15,7.17,234.04
2020,4,29,16,5.95,221.43
2020,4,29,17,5.28,203.19
2020,4,29,18,6.35,189.35
2020,4,29,19,7.74,183.88
2020,4,29,20,8.81,184.94
2020,4,29,21,9.56,199.93
2020,4,29,22,10.03,223.52
2020,4,29,23,8.79,230.85
2020,4,30,0,7.17,211.6
2020,4,30,1,7.49,193.82
2020,4,30,2,8.06,186.23
2020,4,30,3,8.22,182.23
2020,4,30,4,7.95,182.25
2020,4,30,5,7.8,190.39
2020,4,30,6,9.12,207.0
2020,4,30,7,11.5,229.99
2020,4,30,8,11.95,244.16
2020,4,30,9,11.3,243.26
2020,4,30,10,10.18,238.95
2020,4,30,11,8.93,232.25
2020,4,30,12,8.03,221.1
2020,4,30,13,7.75,208.99
2020,4,30,14,8.07,201.12
2020,4,30,15,8.59,197.74
2020,4,30,16,8.64,196.88
2020,4,30,17,8.64,193.01
2020,4,30,18,8.31,185.23
2020,4,30,19,8.05,179.39
2020,4,30,20,9.09,192.26
2020,4,30,21,10.28,209.22
2020,4,30,22,11.31,221.16
2020,4,30,23,10.78,222.56
2020,5,1,0,10.16,219.73
2020,5,1,1,9.34,216.53
2020,5,1,2,8.24,208.24
2020,5,1,3,8.03,208.86
2020,5,1,4,8.04,210.73
2020,5,1,5,7.69,208.91
2020,5,1,6,9.05,213.7
2020,5,1,7,9.65,217.2
2020,5,1,8,10.32,222.85
2020,5,1,9,10.8,229.05
2020,5,1,10,10.86,234.72
2020,5,1,11,10.51,239.8
2020,5,1,12,10.1,244.98
2020,5,1,13,9.83,249.92
2020,5,1,14,9.69,254.62
2020,5,1,15,9.46,257.89
2020,5,1,16,8.68,259.73
2020,5,1,17,7.54,259.98
2020,5,1,18,6.8,255.36
2020,5,1,19,6.92,248.13
2020,5,1,20,7.41,243.92
2020,5,1,21,7.55,240.49
2020,5,1,22,7.46,238.41
2020,5,1,23,7.41,239.16
2020,5,2,0,7.37,241.78
2020,5,2,1,7.23,247.31
2020,5,2,2,7.04,253.09
2020,5,2,3,6.64,254.3
2020,5,2,4,6.56,253.9
2020,5,2,5,6.61,255.27
2020,5,2,6,6.82,258.43
2020,5,2,7,7.76,264.86
2020,5,2,8,8.76,270.87
2020,5,2,9,9.21,276.82
2020,5,2,10,9.11,280.97
2020,5,2,11,8.96,284.23
2020,5,2,12,8.81,288.35
2020,5,2,13,8.74,293.88
2020,5,2,14,8.65,299.67
2020,5,2,15,8.4,303.66
2020,5,2,16,7.83,305.5
2020,5,2,17,6.63,303.86
2020,5,2,18,5.86,294.48
2020,5,2,19,6.35,281.93
2020,5,2,20,6.91,274.41
2020,5,2,21,7.0,271.41
2020,5,2,22,6.76,269.14
2020,5,2,23,6.55,265.15
2020,5,3,0,6.81,258.61
2020,5,3,1,7.02,252.37
2020,5,3,2,6.89,246.98
2020,5,3,3,6.57,242.16
2020,5,3,4,6.35,239.81
2020,5,3,5,5.46,237.15
2020,5,3,6,4.96,242.83
2020,5,3,7,4.64,248.27
2020,5,3,8,5.12,257.39
2020,5,3,9,4.82,258.6
2020,5,3,10,4.73,259.34
2020,5,3,11,4.4,259.37
2020,5,3,12,4.0,257.81
2020,5,3,13,3.68,258.0
2020,5,3,14,3.31,259.8
2020,5,3,15,2.84,262.41
2020,5,3,16,2.09,267.86
2020,5,3,17,1.22,292.28
2020,5,3,18,1.23,1.45
2020,5,3,19,2.42,31.79
2020,5,3,20,3.74,46.95
2020,5,3,21,4.81,55.59
2020,5,3,22,5.51,62.09
2020,5,3,23,5.8,66.85
2020,5,4,0,5.75,66.12
2020,5,4,1,5.77,60.38
2020,5,4,2,5.82,53.79
2020,5,4,3,5.89,47.96
2020,5,4,4,5.85,46.62
2020,5,4,5,5.86,51.17
2020,5,4,6,6.27,55.97
2020,5,4,7,6.76,55.26
2020,5,4,8,6.57,50.6
2020,5,4,9,5.96,44.68
2020,5,4,10,5.43,36.69
2020,5,4,11,5.23,27.79
2020,5,4,12,5.29,20.66
2020,5,4,13,5.52,15.59
2020,5,4,14,5.69,12.3
2020,5,4,15,6.21,14.19
2020,5,4,16,6.76,18.81
2020,5,4,17,7.34,22.39
2020,5,4,18,7.8,24.05
2020,5,4,19,8.27,25.52
2020,5,4,20,8.19,28.99
2020,5,4,21,7.79,33.59
2020,5,4,22,7.53,36.69
2020,5,4,23,7.58,36.66
2020,5,5,0,7.4,35.42
2020,5,5,1,7.66,34.74
2020,5,5,2,7.43,37.48
2020,5,5,3,7.08,43.17
2020,5,5,4,6.74,49.42
2020,5,5,5,5.3,52.79
2020,5,5,6,6.83,55.44
2020,5,5,7,7.34,54.57
2020,5,5,8,6.69,53.88
2020,5,5,9,5.9,52.96
2020,5,5,10,5.36,50.14
2020,5,5,11,5.27,47.34
2020,5,5,12,5.24,45.54
2020,5,5,13,5.52,43.91
2020,5,5,14,6.16,43.35
2020,5,5,15,6.82,43.79
2020,5,5,16,6.98,43.59
2020,5,5,17,6.62,43.57
2020,5,5,18,7.1,42.37
2020,5,5,19,8.21,43.77
2020,5,5,20,8.5,46.38
2020,5,5,21,8.16,50.09
2020,5,5,22,7.74,54.5
2020,5,5,23,7.57,58.85
2020,5,6,0,7.29,63.93
2020,5,6,1,7.03,69.77
2020,5,6,2,6.98,75.95
2020,5,6,3,6.61,79.86
2020,5,6,4,6.17,81.25
2020,5,6,5,4.85,81.95
2020,5,6,6,4.0,82.47
2020,5,6,7,3.72,86.99
2020,5,6,8,2.8,95.44
2020,5,6,9,1.98,92.26
2020,5,6,10,1.52,74.54
2020,5,6,11,1.46,46.3
2020,5,6,12,1.75,24.27
2020,5,6,13,2.09,12.53
2020,5,6,14,2.5,6.46
2020,5,6,15,3.12,6.18
2020,5,6,16,3.9,8.07
2020,5,6,17,4.96,8.69
2020,5,6,18,6.69,10.16
2020,5,6,19,8.06,16.15
2020,5,6,20,8.11,23.92
2020,5,6,21,7.48,33.46
2020,5,6,22,6.81,44.4
2020,5,6,23,6.18,56.13
2020,5,7,0,5.59,68.35
2020,5,7,1,5.12,81.23
2020,5,7,2,4.85,94.71
2020,5,7,3,4.7,107.11
2020,5,7,4,4.54,117.8
2020,5,7,5,3.61,126.72
2020,5,7,6,2.23,132.02
2020,5,7,7,1.54,148.09
2020,5,7,8,0.83,215.79
2020,5,7,9,0.91,258.59
2020,5,7,10,0.98,263.61
2020,5,7,11,1.0,260.54
2020,5,7,12,0.94,259.44
2020,5,7,13,0.96,264.89
2020,5,7,14,0.97,276.49
2020,5,7,15,0.96,293.63
2020,5,7,16,1.01,325.08
2020,5,7,17,1.89,0.24
2020,5,7,18,3.6,14.58
2020,5,7,19,4.85,28.18
2020,5,7,20,5.39,39.94
2020,5,7,21,5.39,47.35
2020,5,7,22,5.41,50.63
2020,5,7,23,5.35,53.62
2020,5,8,0,4.97,56.81
2020,5,8,1,4.4,60.2
2020,5,8,2,3.85,62.03
2020,5,8,3,3.47,64.65
2020,5,8,4,3.23,69.46
2020,5,8,5,3.09,75.82
2020,5,8,6,2.51,84.11
2020,5,8,7,1.99,81.65
2020,5,8,8,2.23,59.76
2020,5,8,9,2.24,65.04
2020,5,8,10,2.19,71.5
2020,5,8,11,2.13,75.1
2020,5,8,12,1.97,77.62
2020,5,8,13,1.83,78.69
2020,5,8,14,1.72,76.91
2020,5,8,15,1.75,72.86
2020,5,8,16,2.05,70.39
2020,5,8,17,2.49,67.53
2020,5,8,18,3.19,68.46
2020,5,8,19,3.82,74.94
2020,5,8,20,4.13,82.94
2020,5,8,21,4.62,89.42
2020,5,8,22,5.1,94.65
2020,5,8,23,5.44,99.08
2020,5,9,0,5.6,102.66
2020,5,9,1,5.7,105.35
2020,5,9,2,5.79,105.97
2020,5,9,3,5.7,103.79
2020,5,9,4,5.62,99.53
2020,5,9,5,5.47,94.83
2020,5,9,6,4.31,89.48
2020,5,9,7,3.3,78.96
2020,5,9,8,5.27,84.81
2020,5,9,9,5.88,82.6
2020,5,9,10,5.82,78.93
2020,5,9,11,5.68,76.63
2020,5,9,12,5.47,75.11
2020,5,9,13,5.29,73.87
2020,5,9,14,5.11,73.39
2020,5,9,15,5.1,74.37
2020,5,9,16,5.12,74.69
2020,5,9,17,5.16,70.55
2020,5,9,18,6.07,67.06
2020,5,9,19,7.14,68.35
2020,5,9,20,7.9,71.55
2020,5,9,21,8.12,75.35
